IuriMikaell,"Assets/Cen\303\241rio/Vag\303\265esTrem/Vagao01.png"
IuriMikaell,"Assets/Cen\303\241rio/Vag\303\265esTrem/Vagao02.png"
IuriMikaell,"Assets/Cen\303\241rio/Vag\303\265esTrem/vagao01.zip"
IuriMikaell,"Assets/Cen\303\241rio/Vag\303\265esTrem/vagao02.zip"
IuriMikaell,Assets/Personagens/Passado/AnaZelma_Passado/AnaZelma_Passado.fbx
IuriMikaell,Assets/Personagens/Passado/AnaZelma_Passado/AnaZelma_Passado.png
IuriMikaell,Assets/Personagens/Passado/AnaZelma_Passado/AnaZelma_Passado.zip
IuriMikaell,Assets/Personagens/Passado/Iuri_Passado/Iuri_Passado.fbx
IuriMikaell,Assets/Personagens/Passado/Iuri_Passado/Iuri_Passado.png
IuriMikaell,Assets/Personagens/Passado/Iuri_Passado/Iuri_Passado.zip
IuriMikaell,Assets/Personagens/Presente/AnaZelma/AnaZelma.png
IuriMikaell,Assets/Personagens/Presente/AnaZelma/AnaZelma.zip
IuriMikaell,Assets/Personagens/Presente/AnaZelma/AnaZelma_Presente.fbx
IuriMikaell,Assets/Personagens/Presente/Iuri/Iuri.png
IuriMikaell,Assets/Personagens/Presente/Iuri/Iuri.zip
IuriMikaell,Assets/Personagens/Presente/Iuri/Iuri_Presente.fbx
IuriMikaell,Assets/Sounds Effects/Casamento/musicaCasamento.mp3
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/Ceduc.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/base.obj"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/shaded.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/texture_diffuse.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/texture_metallic.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/texture_normal.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/texture_pbr.png"
SamuelASilva,"Assets/Cen\303\241rio/Ceduc/texture_roughness.png"
SamuelASilva,Assets/Personagens/Presente/Chico circo/Chico circo.jpeg
SamuelASilva,Assets/Personagens/Presente/Chico circo/Walking.fbx
SamuelASilva,Assets/Personagens/Presente/Chico circo/base.obj
SamuelASilva,Assets/Personagens/Presente/Chico circo/shaded.png
SamuelASilva,Assets/Personagens/Presente/Chico circo/texture_diffuse.png
SamuelASilva,Assets/Personagens/Presente/Chico circo/texture_metallic.png
SamuelASilva,Assets/Personagens/Presente/Chico circo/texture_normal.png
SamuelASilva,Assets/Personagens/Presente/Chico circo/texture_pbr.png
SamuelASilva,Assets/Personagens/Presente/Chico circo/texture_roughness.png
Ely Prado,"Assets/Cen\303\241rio/Banheiro Camp\303\243o Lado de Fora/Tropical_Restrooms_1003003142_texture.fbx"
Ely Prado,"Assets/Cen\303\241rio/Banheiro Camp\303\243o Lado de Fora/Tropical_Restrooms_1003003142_texture.png"
Ely Prado,"Assets/Cen\303\241rio/Banheiro Camp\303\243o Lado de Fora/Tropical_Restrooms_1003003142_texture_metallic.png"
Ely Prado,"Assets/Cen\303\241rio/Banheiro Camp\303\243o Lado de Fora/Tropical_Restrooms_1003003142_texture_normal.png"
Ely Prado,"Assets/Cen\303\241rio/Banheiro Camp\303\243o Lado de Fora/Tropical_Restrooms_1003003142_texture_roughness.png"
Ely Prado,"Assets/Cen\303\241rio/Campao.meta"
Ely Prado,"Assets/Cen\303\241rio/Campao/MINI_football_.fbx"
Ely Prado,"Assets/Cen\303\241rio/Campao/MINI_football_.fbx.meta"
Ely Prado,"Assets/Cen\303\241rio/Fundo Faculdade/Evening_at_the_Courty_1003002901_texture.fbx"
Ely Prado,"Assets/Cen\303\241rio/Fundo Faculdade/Evening_at_the_Courty_1003002901_texture.png"
Ely Prado,"Assets/Cen\303\241rio/Fundo Faculdade/Evening_at_the_Courty_1003002901_texture_metallic.png"
Ely Prado,"Assets/Cen\303\241rio/Fundo Faculdade/Evening_at_the_Courty_1003002901_texture_normal.png"
Ely Prado,"Assets/Cen\303\241rio/Fundo Faculdade/Evening_at_the_Courty_1003002901_texture_roughness.png"
Ely Prado,Assets/Materials.meta
Ely Prado,Assets/Materials/Captura de tela de 2025-09-18 20-53-14.mat
Ely Prado,Assets/Materials/Captura de tela de 2025-09-18 20-53-14.mat.meta
Ely Prado,Assets/Scenes/SampleScene.unity
Fiuza,Assets/Personagens/Passado/alysson-antigo/base.obj
Fiuza,Assets/Personagens/Passado/alysson-antigo/shaded.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/texture_diffuse.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/texture_metallic.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/texture_normal.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/texture_pbr.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/texture_roughness.png
Fiuza,Assets/Personagens/Passado/alysson-antigo/walking.fbx
Fiuza,Assets/Personagens/Passado/fiuza-antigo/base.obj
Fiuza,Assets/Personagens/Passado/fiuza-antigo/shaded.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/texture_diffuse.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/texture_metallic.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/texture_normal.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/texture_pbr.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/texture_roughness.png
Fiuza,Assets/Personagens/Passado/fiuza-antigo/walking.fbx
Fiuza,Assets/Personagens/Presente/alysson-atual/base.obj
Fiuza,Assets/Personagens/Presente/alysson-atual/shaded.png
Fiuza,Assets/Personagens/Presente/alysson-atual/texture_diffuse.png
Fiuza,Assets/Personagens/Presente/alysson-atual/texture_metallic.png
Fiuza,Assets/Personagens/Presente/alysson-atual/texture_normal.png
Fiuza,Assets/Personagens/Presente/alysson-atual/texture_pbr.png
Fiuza,Assets/Personagens/Presente/alysson-atual/texture_roughness.png
Fiuza,Assets/Personagens/Presente/alysson-atual/walking.fbx
Fiuza,Assets/Personagens/Presente/fiuza-atual/base.obj
Fiuza,Assets/Personagens/Presente/fiuza-atual/shaded.png
Fiuza,Assets/Personagens/Presente/fiuza-atual/texture_diffuse.png
Fiuza,Assets/Personagens/Presente/fiuza-atual/texture_metallic.png
Fiuza,Assets/Personagens/Presente/fiuza-atual/texture_normal.png
